id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4944426504029993,NiDJEgUnT,6275217849,君君的旅行日记,李佳琦力挺花西子，有弹幕说越来越贵了。李佳琦：不要乱说，眉笔一直79，国货品牌很难的，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作？#李佳琦花西子#L君君的旅行日记的微博视频,,,,李佳琦 花西子,19011,20115,619253,2023-09-10 14:16,微博视频号,,"http://f.video.weibocdn.com/o0/jNZRU5Gwlx088uzp8bfa01041200alzA0E010.mp4?label=mp4_720p&template=720x1560.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1696943916&ssig=nDzDXSn8zX&KID=unistore,video",
4945992191050197,NjisX4pcF,5512037346,爱岗敬业零时工,找到这个图了//@呼呼啦啦炸炸:贴个图，花西子眉笔比ysl和植村秀还贵评论配图,,,呼呼啦啦炸炸,,0,0,619253,2023-09-14 21:58,微博轻享版,,,4944426504029993
4945992145700928,NjisSnV4s,7782203754,开心过每天721,#网友曝花西子五只化妆刷919元#真的有点过了李佳琦自己说话不当，舆论一直往花西子引导怎么回事，国货怎么了，国货不能贵吗？大牌同样的料卖几百上千怎么不说,,,,网友曝花西子五只化妆刷919元,0,0,0,2023-09-14 21:58,iPhone客户端,,,
4945992135738355,NjisRo4O7,1899198043,小康杂志社-财智,【#网友曝花西子五只化妆刷919元#，材质是人造纤维毛】9月12日，陕西。一网友晒出之前自己买的花西子化妆刷，实付款919元。套刷是玉石化妆刷（5件套），人造纤维毛，目前官方旗舰店已没有售卖。价格的高昂，引来各路网友吐槽，“20斤花西子能在上海买房”，“一千的人造，不愧是花西子，香奈儿都得给它当平替”，“你不拿900的提成都对不起你在他家下单”。对此，您怎么看？#花西子#L大湾区视频的微博视频,,,,"网友曝花西子五只化妆刷919元,花西子",0,0,0,2023-09-14 21:57,微博视频号,,"http://f.video.weibocdn.com/u0/BIEDLpGqgx088APEdkUw010412003qVR0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1696943916&ssig=4P7vmfHqew&KID=unistore,video",
4945971105497569,NjhUWn4at,5291824241,橘子娱乐,咱太奶都连上网在直播间洗头了这泼天的富贵国货算是接住了！！！#郁美净不到一天涨粉32万#,,,,郁美净不到一天涨粉32万,304,316,3942,2023-09-14 20:34,,"['https://wx2.sinaimg.cn/large/005M7XdTly1hhwe1mwtxaj30wi1ychdu.jpg', 'https://wx4.sinaimg.cn/large/005M7XdTly1hhwe1o7m1bj30wi1imkbz.jpg', 'https://wx2.sinaimg.cn/large/005M7XdTly1hhwe1omlo7j30n015ek21.jpg', 'https://wx2.sinaimg.cn/large/005M7XdTly1hhwe1ovu13j30ke12in4b.jpg', 'https://wx3.sinaimg.cn/large/005M7XdTly1hhwe1p744aj30n016u4bc.jpg', 'https://wx1.sinaimg.cn/large/005M7XdTly1hhwe1pkuvhj30mz16iaml.jpg', 'https://wx3.sinaimg.cn/large/005M7XdTly1hhwe69sbdfj30wi1tax2n.jpg', 'https://wx3.sinaimg.cn/large/005M7XdTly1hhwe9920tzj30wi1pinh7.jpg', 'https://wx1.sinaimg.cn/large/005M7XdTly1hhwea6jmfvj30u01eq4bp.jpg']",,
4945992077021983,NjisLtsJN,1525827834,魂忘川-小客,//@卡普呐:回复@柒月恋九日:79买花西子一根眉笔可以买五斤蜂花好像是然后就给蜂花捡到流量了哈哈哈哈哈哈哈哈然后他们国货马上都开始联动大家一起联谊了所以他们很感谢蜂花在直播间洗头哈哈哈哈哈//@允允的猫:为什么要洗头啊哈哈哈,,,"卡普呐,柒月恋九日,允允的猫",,0,0,3942,2023-09-14 21:57,荣耀V30 PRO 5G,,,4945971105497569
4945992073612875,NjisLf9Sb,1872754682,骨棒琑向披靡,#比花西子贵的眉笔有哪些#比花西子贵的眉笔有哪些跟有人骂我是穷鬼有关系吗,,,,比花西子贵的眉笔有哪些,0,0,8,2023-09-14 21:57,HUAWEI Mate 40 Pro,,,
4945991959839197,NjiszFhCJ,5407125669,苏轼的示,#网友曝花西子五只化妆刷919元#天呐，究竟是谁在买花西子啊,,,,网友曝花西子五只化妆刷919元,0,0,0,2023-09-14 21:57,iPhone客户端,,,
4945987501033468,Njilo4kQQ,7549546222,科技前沿网,【#9成网友认为花西子应该降价#】9月10日晚，网友在李佳琦直播间发表评论“花西子越来越贵了”，被李佳琦回怼引发争议。有网友表示，花西子此次品牌形象可谓遭受重创，不少人对它的印象从“平价国货”变成“贵过黄金”。之前花西子直播间几乎每日开播，如今已停播2日。据蝉妈妈，花西子直播间9月10日销售额为100-250万，而9月11日，李佳琦怼网友事件发酵后，花西子直播间日销售额跌至7.5-10万。在“你觉得花西子贵吗”的投票中，有8.2万人参与投票，超9成投票者认为“贵”；在“花西子应该降价吗”的投票中，有8.4万人参与投票，超9成投票者认为“应该降价”。各位网友，您怎么看？L毒秒财经的微博视频,,,,9成网友认为花西子应该降价,10,20,230,2023-09-14 21:39,微博视频号,,"http://f.video.weibocdn.com/o0/AviALatDlx088BuUzRuE010412008c6m0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1696944122&ssig=rzDhy5WO9t&KID=unistore,video",
4945991910035646,Njisv09gW,7103888019,我只是yz小小鱼,没有用过花西子，不配回评论,,,,,0,0,230,2023-09-14 21:57,nova6 自拍大不一样,,,4945987501033468
4945991847118944,NjisotRXG,6857139747,·越南枝·,#网友曝花西子五只化妆刷919元#这个品牌最开始出道就是找明星带货呀……你们还记不记得这个品牌没货之前就是有明星在小红书用它呀？,,,,网友曝花西子五只化妆刷919元,0,0,0,2023-09-14 21:56,OPPO Find X5 Pro,,,
4945991813300558,NjisldQCO,3629856825,阳光宝宝敦,李佳琦带货花西子怼顾客李佳琦哭着道歉有用吗？@博洋家纺官方微博和李佳琦带货怼顾客有区别吗？家纺行业的李佳琦今晚二宝上美术课，心想去家纺店看看把侄女结婚的套件、被子等都赶紧买了，等回老家一起带回去，到了四望亭博洋家纺店，看门口的套件都不是我一眼看上去喜欢的，往里面走看看里面贡缎的、还有匹马棉的，结果店员追着我说：你别往里走，里面的都很贵，都4、5千块钱的。一副你买不起的样子，我就问：“你是觉得我买不起吗？”店员说：“你买的起你买啊！”我说：“就你这服务态度，不要钱我都不要。”鹅绒被、蚕丝被、六件套…四件套…加一起我准备花一万块钱左右。就因为店员的这番话我钱没花出去，她们也没做到生意。员工的素质很重要。,,,博洋家纺官方微博,,0,0,0,2023-09-14 21:56,iPhone客户端,,,
4945991776863542,NjishsNwi,7801061073,阿兽阿兽鱼会飞的吧,#花西子眉笔涨价#又涨了十元，89元0.08g，这是准备破罐破摔吗？,,,,花西子眉笔涨价,0,0,0,2023-09-14 21:56,Redmi Note 12 Pro+,,,
4945991759300540,NjisfD1uI,6585006036,dovistiaemo,今天上了三节晚自习，在噪音里度过了几个小时，买不起花西子比黄金还贵的眉笔。都是因为我不努力。,,,,,0,0,0,2023-09-14 21:56,,,,
4945991658377286,Njis5z9jw,2098807780,创业最前线,#网友曝花西子五只化妆刷919元#消费降级的大背景下，定价较高的国货遭到了消费者的“反噬”，之前是雪糕领域出现雪糕刺客，如今花西子也深陷舆论争议。未来的国货品牌如何才能更好的获得消费者的认可，是所有创业者需要深思的话题。,,,,网友曝花西子五只化妆刷919元,0,1,2,2023-09-14 21:56,微博网页版,['https://wx1.sinaimg.cn/large/7d1943e4ly1hhwgemruyxj20t00rsn5n.jpg'],,
4945991625605889,Njis2nwlz,5821587877,河畔视频,【#9成网友认为花西子应该降价#】9月10日晚，网友在李佳琦直播间发表评论“花西子越来越贵了”，被李佳琦回怼引发争议。有网友表示，花西子此次品牌形象可谓遭受重创，不少人对它的印象从“平价国货”变成“贵过黄金”。之前花西子直播间几乎每日开播，如今已停播2日。据蝉妈妈，花西子直播间9月10日销售额为100-250万，而9月11日，李佳琦怼网友事件发酵后，花西子直播间日销售额跌至7.5-10万。在“你觉得花西子贵吗”的投票中，有8.2万人参与投票，超9成投票者认为“贵”；在“花西子应该降价吗”的投票中，有8.4万人参与投票，超9成投票者认为“应该降价”。各位网友，您怎么看？L毒秒财经的微博视频,,,,9成网友认为花西子应该降价,0,0,1,2023-09-14 21:55,微博视频号,,"http://f.video.weibocdn.com/o0/AviALatDlx088BuUzRuE010412008c6m0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1696944122&ssig=rzDhy5WO9t&KID=unistore,video",
4945991566360604,NjirWqGGo,2938944103,9988比较甜,早八晚十一天底薪一支花西子都买不了,,,,,0,0,0,2023-09-14 21:55,MEIZU 20 热爱无界,,,
4945298041341541,Nj0pm5CZL,2646113873,月暮长安-昨日笙歌,#网友测评79元花西子眉笔能画21个月#要是这么个洗法的话，那我的确无话可说,,,,网友测评79元花西子眉笔能画21个月,0,0,0,2023-09-12 23:59,OPPO Find X5 Pro,,,
4945298037934854,Nj0plxidw,5599197221,要一直努力哇苑,#网友测评79元花西子眉笔能画21个月#有没有可能是态度问题和他是否值不值。,,,,网友测评79元花西子眉笔能画21个月,0,0,2,2023-09-12 23:59,vivo X90,,,
4945298021679721,Nj0pk72Yh,6302923061,killpppa,#网友测评79元花西子眉笔能画21个月#在脸上画眉毛和在纸上画眉毛一样好上色吗？这就是测评吗？不严谨吧,,,,网友测评79元花西子眉笔能画21个月,0,0,0,2023-09-12 23:59,Redmi K30 5G先锋,,,
4945298009099751,Nj0piCbgb,5086322307,旧楚娱乐,#网友测评79元花西子眉笔能画21个月#其实在我看来还好，就每个人选择不太一样，这个没有什么好说的，但是不得不说测评的这个网友是真的较真。#一根花西子眉笔能画217对眉毛#,,,,"网友测评79元花西子眉笔能画21个月,一根花西子眉笔能画217对眉毛",0,0,0,2023-09-12 23:59,iPhone客户端,"['https://wx3.sinaimg.cn/large/005ydGMzgy1hhu8qrklwkj316m0q60xv.jpg', 'https://wx4.sinaimg.cn/large/005ydGMzgy1hhu8qqveuqj30u00miq8r.jpg', 'https://wx2.sinaimg.cn/large/005ydGMzgy1hhu8qrwjhvj31jm0qowhw.jpg']",,
4945290870132628,Nj0dN0yva,2675933747,胡饱饱,#网友测评79元花西子眉笔能画21个月##一根花西子眉笔能画217对眉毛#没想到一支花西子可以画217对眉毛，用7个月啊，之前也用过花西子，但是也没用完，我到目前为止还从来没有把一支眉笔连续用这么久啊,,,,"网友测评79元花西子眉笔能画21个月,一根花西子眉笔能画217对眉毛",655,362,1108,2023-09-12 23:31,,"['https://wx3.sinaimg.cn/large/9f7f8233ly1hhu7x7b6thj20om0e5tlo.jpg', 'https://wx2.sinaimg.cn/large/9f7f8233ly1hhu7x7uqi3j20xa18edqe.jpg']",,
4945297992057682,Nj0ph8Diq,7847678320,AAA陈婆婆正宗柳州螺蛳粉,关键是花西子79买3支能用一年半啊，划下来一年50的靠谱品牌，没有别的替代,,,,,0,0,1108,2023-09-12 23:59,HUAWEI Mate 50,,,4945290870132628
4945297957719737,Nj0pdwofT,5852517638,ak474241我要上热门,#网友测评79元花西子眉笔能画21个月#一个成熟健康的直播电商平台，不能仅仅依赖极少数的头部主播，当中腰部和新人主播也有机会瓜分到流量，才更有助于平台的长远发展。比如，此前快手与辛巴家族的深度绑定，便为其埋下了一定的隐患，虽然快手后续有意“削藩”，但辛巴家族的主播当前仍是快手带货榜上的常客，这显然不利于快手与其他平台抗衡。对于淘宝而言，其不想失去李佳琦，同时也不想将希望全部寄托在李佳琦身上，毕竟过于依赖头部主播的案例，就曾让淘宝在薇娅身上栽了跟头，因此淘宝不得不为平台引入更多的优质主播，以构筑更为良性、健康、持续的直播生态。#我第三只眼睛#,,,,"网友测评79元花西子眉笔能画21个月,我第三只眼睛",0,0,2,2023-09-12 23:59,NZONE 50 Pro,,,
4945297945395789,Nj0pcmDGR,6138563433,养兔妇女,#花西子同款眉笔成本价不超10元#我就觉得买个东西直接看了买不就行了天天看直播干啥？本来不买的看了都买回去落灰闲得慌,,,,花西子同款眉笔成本价不超10元,0,0,0,2023-09-12 23:59,肖战顺顺利利,,,
4945297932815551,Nj0pbbOs7,6593217467,鸭梨爱吃芒果,#网友测评79元花西子眉笔能画21个月#这哪是它能画多久的问题，转移话题嘛不是,,,,网友测评79元花西子眉笔能画21个月,0,1,0,2023-09-12 23:59,vivo S7t轻薄自拍旗舰,,,
4945297895851477,Nj0p7oyeF,5848127098,妩媚动感水晶梨,#网友测评79元花西子眉笔能画21个月#我真生气了，守护毕导,,,,网友测评79元花西子眉笔能画21个月,0,0,0,2023-09-12 23:59,荣耀90 Pro 写真相机,['https://wx1.sinaimg.cn/large/006nM90Cly1hhu8php6kuj30y0230dpt.jpg'],,
4945991494800243,NjirPk8Lh,1744699380,ShortyDemi_546,花西子玉容纱有色粉饼控油散粉饼(175)忙碌的一天结束了，累的一句话都不想说，连张口的力气都没有/,,,,,0,1,0,2023-09-14 21:55,微博 weibo.com,['https://wx4.sinaimg.cn/large/67fdfff4gy1hhwge0vf54j20j60j6tbl.jpg'],,
4945991419303620,NjirHD2io,1735937570,江南都市报,【#外卖小哥凌晨冒雨送外卖喊话李佳琦#：“我们其实一直在努力了”】9月13日，浙江丽水。外卖小哥刘先生冒雨送外卖到凌晨，他喊话李佳琦：我老婆也买过那个（花西子）眉笔，也不说工资涨不涨，其实我们已经很努力了。（金蝉视频）L钱江晚报的微博视频,,,,外卖小哥凌晨冒雨送外卖喊话李佳琦,0,0,8,2023-09-14 21:55,微博视频号,,"http://f.video.weibocdn.com/o0/F14g6vPOlx088BpVwaLu01041200cloF0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1696944342&ssig=2nUQwsyiOL&KID=unistore,video",
4945991419301342,NjirHD1HE,2968952254,情绪别致的蜗牛,李佳琦真的假的啊花西子是李佳琦自家品牌啊花西子#娱乐#L情绪别致的蜗牛的微博视频,,,,娱乐,0,0,0,2023-09-14 21:55,微博视频号,,"http://f.video.weibocdn.com/o0/A5C7uuvylx088Bss8ygM010412004bqX0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1696944342&ssig=2EqYvDNkRt&KID=unistore,video",
4945991398589766,NjirFA2AC,7839645878,南瓜椰子鸡,#孙珍妮替嫁小才女#szn#孙珍妮唐小山##孙珍妮花西子品牌挚友#szn#妙可蓝多品牌挚友孙珍妮##青年演员孙珍妮#szn#孙珍妮迪士尼在逃公主#,,,,"孙珍妮替嫁小才女,孙珍妮唐小山,孙珍妮花西子品牌挚友,妙可蓝多品牌挚友孙珍妮,青年演员孙珍妮,孙珍妮迪士尼在逃公主",0,0,35122,2023-09-14 21:55,nova11系列敢拍敢出色,,,4940519957856701
4945991389414252,NjirEDv4M,1261308771,修行的猫V,太宰治在《人间失格》中写道：“我的不幸，恰恰在于我缺乏拒绝的能力。我害怕一旦拒绝别人，便会在彼此心里留下永远无法愈合的裂痕。”年轻的时候，我们总想活成“所有人都喜欢”的模样，总是想方设法地取悦他人。为了获得别人的认可，就一味地付出，即使自己受了委屈也不愿拒绝。但是，太轻易的给予，只会让自己的付出变得廉价。就像毕淑敏说的那样：“你那么好说话，又有谁能体谅你？”无私付出的结果，往往不是感激的回报，而是过度的索取。因此，随着年纪的增长，醒悟的中年女人们开始懂得：适度“自私”，不再委屈自己，才是正确的生活方式。学会对过分的人和事说“不”，与只会消耗自己的人情世故保持距离。人生过半，聪明的女人，学会不再背负他人的希望生活，也懂得不再委屈自己。#网友曝花西子五只化妆刷919元#,,,,网友曝花西子五只化妆刷919元,11,1,18,2023-09-14 21:55,,"['https://wx2.sinaimg.cn/large/4b2e0b63ly1hhwgdk2nv5j20ty148tfe.jpg', 'https://wx2.sinaimg.cn/large/4b2e0b63ly1hhwgdja1ozj20u014hn9q.jpg', 'https://wx1.sinaimg.cn/large/4b2e0b63ly1hhwgdkq760j20ty14ggx8.jpg']",,
4945991390464284,NjirF1WMs,7491091458,赴颖将,#日本偶遇Angelababy逛街#花西子事情那么火明眼人都知道这个热搜的意义而且6月份去的时候也是因为工作需要一些人别被误导了,,,,日本偶遇Angelababy逛街,0,0,0,2023-09-14 21:55,Note 10,,,
4945991381549172,NjirE6v0E,5646650772,糖醋仙仙,不努力怎么用得起花西子,,,,,0,0,0,2023-09-14 21:54,iPhone客户端,,,
4945991381027836,NjirE4jo0,7839645878,南瓜椰子鸡,#孙珍妮替嫁小才女#szn#孙珍妮唐小山##孙珍妮花西子品牌挚友#szn#妙可蓝多品牌挚友孙珍妮##青年演员孙珍妮#szn#孙珍妮迪士尼在逃公主#,,,,"孙珍妮替嫁小才女,孙珍妮唐小山,孙珍妮花西子品牌挚友,妙可蓝多品牌挚友孙珍妮,青年演员孙珍妮,孙珍妮迪士尼在逃公主",0,0,35122,2023-09-14 21:55,nova11系列敢拍敢出色,,,4940519957856701
4945991365821022,NjirCoqjs,7839645878,南瓜椰子鸡,#孙珍妮替嫁小才女#szn#孙珍妮唐小山##孙珍妮花西子品牌挚友#szn#妙可蓝多品牌挚友孙珍妮##青年演员孙珍妮#szn#孙珍妮迪士尼在逃公主#,,,,"孙珍妮替嫁小才女,孙珍妮唐小山,孙珍妮花西子品牌挚友,妙可蓝多品牌挚友孙珍妮,青年演员孙珍妮,孙珍妮迪士尼在逃公主",0,0,35122,2023-09-14 21:54,nova11系列敢拍敢出色,,,4940519957856701
4945991335156189,NjirzlDml,7839645878,南瓜椰子鸡,#孙珍妮替嫁小才女#szn#孙珍妮唐小山##孙珍妮花西子品牌挚友#szn#妙可蓝多品牌挚友孙珍妮##青年演员孙珍妮#szn#孙珍妮迪士尼在逃公主#,,,,"孙珍妮替嫁小才女,孙珍妮唐小山,孙珍妮花西子品牌挚友,妙可蓝多品牌挚友孙珍妮,青年演员孙珍妮,孙珍妮迪士尼在逃公主",0,0,35122,2023-09-14 21:54,nova11系列敢拍敢出色,,,4940519957856701
4945297866490859,Nj0p4rezh,7531264367,数码好剧,#网友测评79元花西子眉笔能画21个月#花西子眉笔就是很难用啊，上学买过两只，上色倒是容易，就是很容易脱色啊，眉尾经常就消失不见了，我用其他的眉笔能一整天不脱色，砍刀眉笔可一直都是心头好，花西子脸都放大牌上面了。#一根花西子眉笔能画217对眉毛#,,,,"网友测评79元花西子眉笔能画21个月,一根花西子眉笔能画217对眉毛",0,0,4,2023-09-12 23:59,iPhone 13,"['https://wx3.sinaimg.cn/large/008dGpTVgy1hhu8q58p54j30fu0pi75q.jpg', 'https://wx1.sinaimg.cn/large/008dGpTVgy1hhu8q5q2szj31jm0qodjd.jpg', 'https://wx1.sinaimg.cn/large/008dGpTVgy1hhu8q6746cj316m0q6q85.jpg']",,
4945297858101989,Nj0p3xZHf,5294875930,豆糕lu,#网友测评79元花西子眉笔能画21个月#这个洗的,,,,网友测评79元花西子眉笔能画21个月,0,0,1,2023-09-12 23:59,vivo X90,,,
4945297829267266,Nj0p0CSQ2,5519299048,抹茶好嗑椰,#网友测评79元花西子眉笔能画21个月#少转移重点,,,,网友测评79元花西子眉笔能画21个月,0,0,0,2023-09-12 23:59,iPhone客户端,,,
4945297825075175,Nj0p0lihF,5181438541,-At-Dusk-,#网友测评79元花西子眉笔能画21个月#你在洗你妈呢,,,,网友测评79元花西子眉笔能画21个月,0,0,0,2023-09-12 23:59,iPhone客户端,,,
4945297825071528,Nj0p0lhkQ,7847875871,三旬退休富婆_,十块钱的我用了长痘，打牌用不起，花西子79/3支其实挺适合我的,,,,,0,0,1108,2023-09-12 23:59,HUAWEI Mate 50,,,4945290870132628
4945297824023890,Nj0p0gSNs,6331941612,高奢浪漫,#网友测评79元花西子眉笔能画21个月#他能画21个月我买9.9也能画那么久……而且我能买好几个便宜的颜色,,,,网友测评79元花西子眉笔能画21个月,0,2,69,2023-09-12 23:59,iPhone 13,,,
4945297790469478,Nj0oX1Y8e,7790949916,零零不归零_,我也没有，室友买过花西子的眼影，说是还行不知道真假,,,,,0,0,1108,2023-09-12 23:58,vivo NEX AI智慧旗舰,,,4945290870132628
